class_id,class_name,prompt,max_f1_threshold,precision_at_max_f1,recall_at_max_f1,max_f1,precision_at_0_25,recall_at_0_25,f1_at_0_25,recall_80_available,recall_80_threshold,precision_at_recall_80,recall_at_recall_80,f1_at_recall_80
0,person,person,0.12112112112112113,0.9515132601195879,0.9833333333333333,0.9671616436675683,0.9824033284962301,0.9305237426661142,0.9557600347874203,True,0.5595595595595596,1.0,0.8003534630444352,0.8891070331167313
1,hard_hat,safety helmet,0.014014014014014014,0.8698159379537407,0.8825154027590458,0.876119652687647,1.0,0.5775100605539099,0.7321792424590043,True,0.062062062062062065,0.9339177028509006,0.8000606597570079,0.8618225343687259
2,safety_vest,reflective safety vest,0.0,0.31343283582089554,0.5675675675675675,0.4038461538461538,0.7661521066735544,0.05405405405405406,0.10098345847834522,False,,,,
